feature_id,Name,Type,Known Driver Genes (cna only)
"350","cnaPANCAN40","copy number alteration (loss)",""
"710","cnaPANCAN400","copy number alteration (loss)",""
"711","cnaPANCAN401","copy number alteration (loss)",""
"712","cnaPANCAN402","copy number alteration (loss)",""
"713","cnaPANCAN403","copy number alteration (loss)",""
"714","cnaPANCAN404","copy number alteration (loss)",""
"715","cnaPANCAN405","copy number alteration (loss)",""
"716","cnaPANCAN406","copy number alteration (loss)",""
"717","cnaPANCAN407","copy number alteration (loss)",""
"718","cnaPANCAN408","copy number alteration (loss)",""
"719","cnaPANCAN409","copy number alteration (loss)",""
"351","cnaPANCAN41","copy number alteration (loss)",""
"720","cnaPANCAN410","copy number alteration (loss)",""
"721","cnaPANCAN411","copy number alteration (gain)","BLM,IDH2"
"722","cnaPANCAN412","copy number alteration (loss)",""
"723","cnaPANCAN413","copy number alteration (loss)",""
"724","cnaPANCAN414","copy number alteration (loss)",""
"725","cnaPANCAN415","copy number alteration (loss)","BUB1B"
"726","cnaPANCAN416","copy number alteration (loss)",""
"727","cnaPANCAN417","copy number alteration (loss)",""
"728","cnaPANCAN418","copy number alteration (loss)",""
"729","cnaPANCAN419","copy number alteration (loss)",""
"352","cnaPANCAN42","copy number alteration (loss)",""
"730","cnaPANCAN420","copy number alteration (loss)",""
"731","cnaPANCAN421","copy number alteration (loss)",""
"732","cnaPANCAN422","copy number alteration (loss)",""
"733","cnaPANCAN423","copy number alteration (loss)",""
"734","cnaPANCAN424","copy number alteration (loss)",""
"735","cnaPANCAN425","copy number alteration (loss)",""
"353","cnaPANCAN43","copy number alteration (loss)",""
"354","cnaPANCAN44","copy number alteration (loss)","BMPR1A,FAS,PTEN"
"355","cnaPANCAN45","copy number alteration (loss)",""
"356","cnaPANCAN46","copy number alteration (loss)",""
"357","cnaPANCAN47","copy number alteration (loss)",""
"358","cnaPANCAN48","copy number alteration (loss)",""
"359","cnaPANCAN49","copy number alteration (loss)",""
"315","cnaPANCAN5","copy number alteration (loss)",""
"360","cnaPANCAN50","copy number alteration (loss)",""
"361","cnaPANCAN51","copy number alteration (loss)",""
"362","cnaPANCAN52","copy number alteration (loss)",""
"363","cnaPANCAN53","copy number alteration (loss)",""
"364","cnaPANCAN54","copy number alteration (loss)",""
"365","cnaPANCAN55","copy number alteration (loss)",""
"366","cnaPANCAN56","copy number alteration (gain)",""
"367","cnaPANCAN57","copy number alteration (gain)",""
"368","cnaPANCAN58","copy number alteration (gain)",""
"369","cnaPANCAN59","copy number alteration (gain)",""
"316","cnaPANCAN6","copy number alteration (loss)",""
"370","cnaPANCAN60","copy number alteration (gain)",""
"371","cnaPANCAN61","copy number alteration (gain)",""
"372","cnaPANCAN62","copy number alteration (loss)","HRAS"
"373","cnaPANCAN63","copy number alteration (loss)",""
"374","cnaPANCAN64","copy number alteration (loss)",""
"375","cnaPANCAN65","copy number alteration (loss)",""
"376","cnaPANCAN66","copy number alteration (loss)",""
"377","cnaPANCAN67","copy number alteration (loss)",""
"378","cnaPANCAN68","copy number alteration (loss)",""
"379","cnaPANCAN69","copy number alteration (loss)",""
"317","cnaPANCAN7","copy number alteration (loss)","SMARCA4"
"380","cnaPANCAN70","copy number alteration (loss)",""
"381","cnaPANCAN71","copy number alteration (loss)","EXT2"
"382","cnaPANCAN72","copy number alteration (loss)",""
"383","cnaPANCAN73","copy number alteration (loss)",""
"384","cnaPANCAN74","copy number alteration (loss)",""
"385","cnaPANCAN75","copy number alteration (loss)",""
"386","cnaPANCAN76","copy number alteration (loss)",""
"387","cnaPANCAN77","copy number alteration (loss)",""
"388","cnaPANCAN78","copy number alteration (loss)",""
"389","cnaPANCAN79","copy number alteration (loss)",""
"318","cnaPANCAN8","copy number alteration (loss)",""
"390","cnaPANCAN80","copy number alteration (loss)","SDHD"
"391","cnaPANCAN81","copy number alteration (loss)",""
"392","cnaPANCAN82","copy number alteration (loss)",""
"393","cnaPANCAN83","copy number alteration (gain)",""
"394","cnaPANCAN84","copy number alteration (gain)",""
"395","cnaPANCAN85","copy number alteration (gain)",""
"396","cnaPANCAN86","copy number alteration (gain)",""
"397","cnaPANCAN87","copy number alteration (gain)",""
"398","cnaPANCAN88","copy number alteration (gain)","UBR5"
"399","cnaPANCAN89","copy number alteration (gain)","RAD21"
"319","cnaPANCAN9","copy number alteration (loss)",""
"400","cnaPANCAN90","copy number alteration (gain)",""
"401","cnaPANCAN91","copy number alteration (gain)","MYC"
"402","cnaPANCAN92","copy number alteration (loss)",""
"403","cnaPANCAN93","copy number alteration (loss)",""
"404","cnaPANCAN94","copy number alteration (loss)",""
"405","cnaPANCAN95","copy number alteration (loss)",""
"406","cnaPANCAN96","copy number alteration (loss)",""
"407","cnaPANCAN97","copy number alteration (loss)",""
"408","cnaPANCAN98","copy number alteration (loss)",""
"409","cnaPANCAN99","copy number alteration (loss)",""
